REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
QLD1,2026/07/06 11:35:00,5168.31,39.75,TRADE
QLD1,2026/07/06 11:40:00,5221,39.75,TRADE
QLD1,2026/07/06 11:45:00,5200.46,39.75,TRADE
QLD1,2026/07/06 11:50:00,5221.19,43.36,TRADE
QLD1,2026/07/06 11:55:00,5239.26,44.88,TRADE
QLD1,2026/07/06 12:00:00,5207.94,43.36,TRADE
QLD1,2026/07/06 12:05:00,5176.92,44.88,TRADE
QLD1,2026/07/06 12:10:00,5199.69,43.36,TRADE
QLD1,2026/07/06 12:15:00,5192.74,44.88,TRADE
QLD1,2026/07/06 12:20:00,5166.11,44.88,TRADE
QLD1,2026/07/06 12:25:00,5152.5,44.88,TRADE
QLD1,2026/07/06 12:30:00,5102.05,44.89,TRADE
QLD1,2026/07/06 12:35:00,5090.5,44.89,TRADE
QLD1,2026/07/06 12:40:00,5087.55,53.05,TRADE
QLD1,2026/07/06 12:45:00,5156.75,54.63,TRADE
QLD1,2026/07/06 12:50:00,5163.58,53.75,TRADE
QLD1,2026/07/06 12:55:00,5165.53,52.82,TRADE
QLD1,2026/07/06 13:00:00,5203.06,44.88,TRADE
QLD1,2026/07/06 13:05:00,5209.27,44.89,TRADE
QLD1,2026/07/06 13:10:00,5174.96,53.61,TRADE
QLD1,2026/07/06 13:15:00,5168.93,44.89,TRADE
QLD1,2026/07/06 13:20:00,5151.12,44.88,TRADE
QLD1,2026/07/06 13:25:00,5178.82,44.88,TRADE
QLD1,2026/07/06 13:30:00,5060.65,43.36,TRADE
QLD1,2026/07/06 13:35:00,5124.13,44.88,TRADE
QLD1,2026/07/06 13:40:00,5066.27,43.36,TRADE
QLD1,2026/07/06 13:45:00,5174.19,44.89,TRADE
QLD1,2026/07/06 13:50:00,5171.64,53.75,TRADE
QLD1,2026/07/06 13:55:00,5229.1,54.30,TRADE
QLD1,2026/07/06 14:00:00,5265.91,53.75,TRADE
QLD1,2026/07/06 14:05:00,5317.78,50,TRADE
QLD1,2026/07/06 14:10:00,5383.09,44.88,TRADE
QLD1,2026/07/06 14:15:00,5534.95,44.43,TRADE
QLD1,2026/07/06 14:20:00,5537.17,44.88,TRADE
QLD1,2026/07/06 14:25:00,5686.87,43.01,TRADE
QLD1,2026/07/06 14:30:00,5709.26,44.89,TRADE
QLD1,2026/07/06 14:35:00,5684.82,50,TRADE
QLD1,2026/07/06 14:40:00,5744.77,53.75,TRADE
QLD1,2026/07/06 14:45:00,5740.54,44.89,TRADE
QLD1,2026/07/06 14:50:00,5770.54,43.01,TRADE
QLD1,2026/07/06 14:55:00,5799.89,40.69,TRADE
QLD1,2026/07/06 15:00:00,5839.94,42.32,TRADE
QLD1,2026/07/06 15:05:00,5825,39.75,TRADE
QLD1,2026/07/06 15:10:00,5884.77,44.43,TRADE
QLD1,2026/07/06 15:15:00,5991.81,39.75,TRADE
QLD1,2026/07/06 15:20:00,6070.05,39.20,TRADE
QLD1,2026/07/06 15:25:00,6044.52,55.05,TRADE
QLD1,2026/07/06 15:30:00,6126.98,64.21,TRADE
QLD1,2026/07/06 15:35:00,6254.99,62.10,TRADE
QLD1,2026/07/06 15:40:00,6214.4,62.13,TRADE
QLD1,2026/07/06 15:45:00,6277.06,72.58,TRADE
QLD1,2026/07/06 15:50:00,6398.25,69.49,TRADE
QLD1,2026/07/06 15:55:00,6425.83,84.51,TRADE
QLD1,2026/07/06 16:00:00,6504.77,89.12,TRADE
QLD1,2026/07/06 16:05:00,6498.01,75.85,TRADE
QLD1,2026/07/06 16:10:00,6595.34,78.98,TRADE
QLD1,2026/07/06 16:15:00,6723.39,86.01,TRADE
QLD1,2026/07/06 16:20:00,6854.86,82.72,TRADE
QLD1,2026/07/06 16:25:00,6885.99,92.72,TRADE
QLD1,2026/07/06 16:30:00,7004.16,94.36,TRADE
QLD1,2026/07/06 16:35:00,7070.06,94.36,TRADE
QLD1,2026/07/06 16:40:00,7136.16,94.51,TRADE
QLD1,2026/07/06 16:45:00,7255.54,99.27,TRADE
QLD1,2026/07/06 16:50:00,7322.92,105.49,TRADE
QLD1,2026/07/06 16:55:00,7380.57,99.50,TRADE
QLD1,2026/07/06 17:00:00,7506.98,102.30,TRADE
QLD1,2026/07/06 17:05:00,7620.59,100.89,TRADE
QLD1,2026/07/06 17:10:00,7492.02,102.55,TRADE
QLD1,2026/07/06 17:15:00,7526.86,94.04,TRADE
QLD1,2026/07/06 17:20:00,7673.34,101.67,TRADE
QLD1,2026/07/06 17:25:00,7648.52,98.01,TRADE
QLD1,2026/07/06 17:30:00,7770.78,104.91,TRADE
QLD1,2026/07/06 17:35:00,7815.96,105.53,TRADE
QLD1,2026/07/06 17:40:00,7878.06,102.85,TRADE
QLD1,2026/07/06 17:45:00,7892.15,105.49,TRADE
QLD1,2026/07/06 17:50:00,7859.61,103.83,TRADE
QLD1,2026/07/06 17:55:00,7845.8,102.18,TRADE
QLD1,2026/07/06 18:00:00,7885.41,107.69,TRADE
QLD1,2026/07/06 18:05:00,7921.35,102.72,TRADE
QLD1,2026/07/06 18:10:00,7836.93,99.46,TRADE
QLD1,2026/07/06 18:15:00,7826.02,101.19,TRADE
QLD1,2026/07/06 18:20:00,7852.36,101.87,TRADE
QLD1,2026/07/06 18:25:00,7860.94,103.83,TRADE
QLD1,2026/07/06 18:30:00,7819.21,101,TRADE
QLD1,2026/07/06 18:35:00,7851.83,102.26,TRADE
QLD1,2026/07/06 18:40:00,7722.77,98.19,TRADE
QLD1,2026/07/06 18:45:00,7736.28,104.15,TRADE
QLD1,2026/07/06 18:50:00,7701.2,105.53,TRADE
QLD1,2026/07/06 18:55:00,7707.38,93.56,TRADE
QLD1,2026/07/06 19:00:00,7758.52,95.81,TRADE
QLD1,2026/07/06 19:05:00,7650.72,98.51,TRADE
QLD1,2026/07/06 19:10:00,7566.02,95.82,TRADE
QLD1,2026/07/06 19:15:00,7606.93,102.89,TRADE
QLD1,2026/07/06 19:20:00,7542.93,102.03,TRADE
QLD1,2026/07/06 19:25:00,7483.17,93.21,TRADE
QLD1,2026/07/06 19:30:00,7519.71,97.14,TRADE
QLD1,2026/07/06 19:35:00,7474.07,102.80,TRADE
QLD1,2026/07/06 19:40:00,7438.93,98.39,TRADE
QLD1,2026/07/06 19:45:00,7500.52,99.13,TRADE
QLD1,2026/07/06 19:50:00,7432.01,96.27,TRADE
QLD1,2026/07/06 19:55:00,7377.04,92.84,TRADE
QLD1,2026/07/06 20:00:00,7357.28,90.30,TRADE
QLD1,2026/07/06 20:05:00,7360.13,90.03,TRADE
QLD1,2026/07/06 20:10:00,7275.98,90.03,TRADE
QLD1,2026/07/06 20:15:00,7395.85,90.03,TRADE
QLD1,2026/07/06 20:20:00,7318.31,90.03,TRADE
QLD1,2026/07/06 20:25:00,7209.52,90.01,TRADE
QLD1,2026/07/06 20:30:00,7208.02,90.01,TRADE
QLD1,2026/07/06 20:35:00,7206.52,101,TRADE
QLD1,2026/07/06 20:40:00,7278.62,95.39,TRADE
QLD1,2026/07/06 20:45:00,7261.73,94.36,TRADE
QLD1,2026/07/06 20:50:00,7227.33,102.61,TRADE
QLD1,2026/07/06 20:55:00,7249.22,90.03,TRADE
QLD1,2026/07/06 21:00:00,7200.35,90.03,TRADE
QLD1,2026/07/06 21:05:00,7171.04,95.51,TRADE
QLD1,2026/07/06 21:10:00,7138.24,90.01,TRADE
QLD1,2026/07/06 21:15:00,7076.09,90.01,TRADE
QLD1,2026/07/06 21:20:00,7103.58,89.96,TRADE
QLD1,2026/07/06 21:25:00,7116.24,90,TRADE
QLD1,2026/07/06 21:30:00,7131.3,90,TRADE
QLD1,2026/07/06 21:35:00,7099.95,89.40,TRADE
QLD1,2026/07/06 21:40:00,7113.94,89.38,TRADE
QLD1,2026/07/06 21:45:00,7037.28,87.66,TRADE
QLD1,2026/07/06 21:50:00,6958.34,86.01,TRADE
QLD1,2026/07/06 21:55:00,6923.11,86.01,TRADE
QLD1,2026/07/06 22:00:00,6901.3,85.67,TRADE
QLD1,2026/07/06 22:05:00,6788.06,91.75,TRADE
QLD1,2026/07/06 22:10:00,6808.99,104.45,TRADE
QLD1,2026/07/06 22:15:00,6779.2,97.66,TRADE
QLD1,2026/07/06 22:20:00,6765.24,93.21,TRADE
QLD1,2026/07/06 22:25:00,6673.42,95.95,TRADE
QLD1,2026/07/06 22:30:00,6589.78,83.67,TRADE
QLD1,2026/07/06 22:35:00,6581.58,87.47,TRADE
QLD1,2026/07/06 22:40:00,6473.98,84.50,TRADE
QLD1,2026/07/06 22:45:00,6523.64,79.79,TRADE
QLD1,2026/07/06 22:50:00,6486.03,79.26,TRADE
QLD1,2026/07/06 22:55:00,6385.23,75.52,TRADE
QLD1,2026/07/06 23:00:00,6347.9,78.54,TRADE
QLD1,2026/07/06 23:05:00,6250.43,76.57,TRADE
QLD1,2026/07/06 23:10:00,6299.78,82.14,TRADE
QLD1,2026/07/06 23:15:00,6285.66,84.03,TRADE
QLD1,2026/07/06 23:20:00,6180.46,76.63,TRADE
QLD1,2026/07/06 23:25:00,6212.64,77.72,TRADE
QLD1,2026/07/06 23:30:00,6121.77,77.22,TRADE
QLD1,2026/07/06 23:35:00,6102.03,84.53,TRADE
QLD1,2026/07/06 23:40:00,6214.51,87.74,TRADE
QLD1,2026/07/06 23:45:00,6163.34,87.29,TRADE
QLD1,2026/07/06 23:50:00,6149.64,87.27,TRADE
QLD1,2026/07/06 23:55:00,6124.04,87.08,TRADE
QLD1,2026/07/07 00:00:00,5999.18,78.98,TRADE
QLD1,2026/07/07 00:05:00,6006.1,84.66,TRADE
QLD1,2026/07/07 00:10:00,5990.09,91.75,TRADE
QLD1,2026/07/07 00:15:00,5938.07,86.76,TRADE
QLD1,2026/07/07 00:20:00,5965.36,85.43,TRADE
QLD1,2026/07/07 00:25:00,5903.57,83.21,TRADE
QLD1,2026/07/07 00:30:00,5860.51,84.32,TRADE
QLD1,2026/07/07 00:35:00,5882.46,84.63,TRADE
QLD1,2026/07/07 00:40:00,5840,84.68,TRADE
QLD1,2026/07/07 00:45:00,5833.29,84.50,TRADE
QLD1,2026/07/07 00:50:00,5799.81,77.31,TRADE
QLD1,2026/07/07 00:55:00,5758.45,78.54,TRADE
QLD1,2026/07/07 01:00:00,5801.98,83.68,TRADE
QLD1,2026/07/07 01:05:00,5734.87,83.48,TRADE
QLD1,2026/07/07 01:10:00,5756.99,77.76,TRADE
QLD1,2026/07/07 01:15:00,5759.46,78.27,TRADE
QLD1,2026/07/07 01:20:00,5737.93,78.54,TRADE
QLD1,2026/07/07 01:25:00,5721.57,78.24,TRADE
QLD1,2026/07/07 01:30:00,5693.51,77.23,TRADE
QLD1,2026/07/07 01:35:00,5646.73,76.70,TRADE
QLD1,2026/07/07 01:40:00,5626.34,77.17,TRADE
QLD1,2026/07/07 01:45:00,5606.02,72.50,TRADE
QLD1,2026/07/07 01:50:00,5609.78,76.47,TRADE
QLD1,2026/07/07 01:55:00,5573.52,76.14,TRADE
QLD1,2026/07/07 02:00:00,5644.17,73.26,TRADE
QLD1,2026/07/07 02:05:00,5627.1,78.54,TRADE
QLD1,2026/07/07 02:10:00,5606.97,78.54,TRADE
QLD1,2026/07/07 02:15:00,5624.98,77.65,TRADE
QLD1,2026/07/07 02:20:00,5568.24,72.50,TRADE
QLD1,2026/07/07 02:25:00,5552.3,76.13,TRADE
QLD1,2026/07/07 02:30:00,5526.9,71.78,TRADE
QLD1,2026/07/07 02:35:00,5611.69,73.19,TRADE
QLD1,2026/07/07 02:40:00,5558.41,76.92,TRADE
QLD1,2026/07/07 02:45:00,5562.58,71.54,TRADE
QLD1,2026/07/07 02:50:00,5571.15,72.50,TRADE
QLD1,2026/07/07 02:55:00,5509.45,75.61,TRADE
QLD1,2026/07/07 03:00:00,5577.18,72.50,TRADE
QLD1,2026/07/07 03:05:00,5582.36,73.89,TRADE
QLD1,2026/07/07 03:10:00,5598.51,77.65,TRADE
QLD1,2026/07/07 03:15:00,5599.57,77.22,TRADE
QLD1,2026/07/07 03:20:00,5571.12,73.98,TRADE
QLD1,2026/07/07 03:25:00,5640.7,77.69,TRADE
QLD1,2026/07/07 03:30:00,5569.32,76.94,TRADE
QLD1,2026/07/07 03:35:00,5612.08,77.67,TRADE
QLD1,2026/07/07 03:40:00,5577.94,75.98,TRADE
QLD1,2026/07/07 03:45:00,5587.79,73.58,TRADE
QLD1,2026/07/07 03:50:00,5678.94,78.54,TRADE
QLD1,2026/07/07 03:55:00,5636.48,77.68,TRADE
QLD1,2026/07/07 04:00:00,5607.24,76.98,TRADE
QLD1,2026/07/07 04:05:00,5636.83,69.61,TRADE
QLD1,2026/07/07 04:10:00,5690.76,73.89,TRADE
QLD1,2026/07/07 04:15:00,5699.2,78.54,TRADE
QLD1,2026/07/07 04:20:00,5698.14,75.04,TRADE
QLD1,2026/07/07 04:25:00,5749.46,76.17,TRADE
QLD1,2026/07/07 04:30:00,5746.86,79.09,TRADE
QLD1,2026/07/07 04:35:00,5789.22,78.54,TRADE
QLD1,2026/07/07 04:40:00,5818.86,83.73,TRADE
QLD1,2026/07/07 04:45:00,5800.94,78.55,TRADE
QLD1,2026/07/07 04:50:00,5826.03,85.90,TRADE
QLD1,2026/07/07 04:55:00,5857.47,87.66,TRADE
QLD1,2026/07/07 05:00:00,5942.92,87.11,TRADE
QLD1,2026/07/07 05:05:00,5978.43,84.50,TRADE
QLD1,2026/07/07 05:10:00,6009.89,87.74,TRADE
QLD1,2026/07/07 05:15:00,6107.51,90.20,TRADE
QLD1,2026/07/07 05:20:00,6129.38,96.02,TRADE
QLD1,2026/07/07 05:25:00,6115.18,95.35,TRADE
QLD1,2026/07/07 05:30:00,6180.71,95.16,TRADE
QLD1,2026/07/07 05:35:00,6219.7,97.95,TRADE
QLD1,2026/07/07 05:40:00,6306.71,100.07,TRADE
QLD1,2026/07/07 05:45:00,6350.22,100,TRADE
QLD1,2026/07/07 05:50:00,6386.18,101.52,TRADE
QLD1,2026/07/07 05:55:00,6370.74,102.50,TRADE
QLD1,2026/07/07 06:00:00,6419.04,103.82,TRADE
QLD1,2026/07/07 06:05:00,6485.71,100,TRADE
QLD1,2026/07/07 06:10:00,6616.83,105.69,TRADE
QLD1,2026/07/07 06:15:00,6644.3,105.49,TRADE
QLD1,2026/07/07 06:20:00,6747.69,108.11,TRADE
QLD1,2026/07/07 06:25:00,6775.13,108.11,TRADE
QLD1,2026/07/07 06:30:00,6860.25,108.11,TRADE
QLD1,2026/07/07 06:35:00,6885.5,108.11,TRADE
QLD1,2026/07/07 06:40:00,6905.08,108.11,TRADE
QLD1,2026/07/07 06:45:00,6907.82,108.11,TRADE
QLD1,2026/07/07 06:50:00,6992.37,108.12,TRADE
QLD1,2026/07/07 06:55:00,7013.82,109.63,TRADE
QLD1,2026/07/07 07:00:00,7012.82,110.77,TRADE
QLD1,2026/07/07 07:05:00,7119.24,113.21,TRADE
QLD1,2026/07/07 07:10:00,7059.28,108.11,TRADE
QLD1,2026/07/07 07:15:00,7091.34,115.17,TRADE
QLD1,2026/07/07 07:20:00,7103.61,139.77,TRADE
QLD1,2026/07/07 07:25:00,7091.08,130.56,TRADE
QLD1,2026/07/07 07:30:00,7012.68,112.23,TRADE
QLD1,2026/07/07 07:35:00,6976.46,116.55,TRADE
QLD1,2026/07/07 07:40:00,6909.3,114.97,TRADE
QLD1,2026/07/07 07:45:00,6790.89,108.43,TRADE
QLD1,2026/07/07 07:50:00,6751.22,93.83,TRADE
QLD1,2026/07/07 07:55:00,6683.49,79.84,TRADE
QLD1,2026/07/07 08:00:00,6632.84,76.63,TRADE
QLD1,2026/07/07 08:05:00,6571.83,55.72,TRADE
QLD1,2026/07/07 08:10:00,6515.72,56.70,TRADE
QLD1,2026/07/07 08:15:00,6490.88,56.70,TRADE
QLD1,2026/07/07 08:20:00,6381.21,45.72,TRADE
QLD1,2026/07/07 08:25:00,6336.62,45.72,TRADE
QLD1,2026/07/07 08:30:00,6232.44,44.89,TRADE
QLD1,2026/07/07 08:35:00,6203.16,27.72,TRADE
QLD1,2026/07/07 08:40:00,6124.9,27.72,TRADE
QLD1,2026/07/07 08:45:00,6058.75,44.43,TRADE
QLD1,2026/07/07 08:50:00,5977.99,40,TRADE
QLD1,2026/07/07 08:55:00,5875.58,24.81,TRADE
QLD1,2026/07/07 09:00:00,5787.3,43.01,TRADE
QLD1,2026/07/07 09:05:00,5760.11,44.30,TRADE
QLD1,2026/07/07 09:10:00,5690.42,43.01,TRADE
QLD1,2026/07/07 09:15:00,5659.71,27.72,TRADE
QLD1,2026/07/07 09:20:00,5574.4,27.72,TRADE
QLD1,2026/07/07 09:25:00,5455.83,26.81,TRADE
QLD1,2026/07/07 09:30:00,5352.08,27.72,TRADE
QLD1,2026/07/07 09:35:00,5296.64,29.73,TRADE
QLD1,2026/07/07 09:40:00,5210.59,26.23,TRADE
QLD1,2026/07/07 09:45:00,5113.18,26.23,TRADE
QLD1,2026/07/07 09:50:00,5068.65,26.23,TRADE
QLD1,2026/07/07 09:55:00,5025.55,27.70,TRADE
QLD1,2026/07/07 10:00:00,5000.46,27.72,TRADE
QLD1,2026/07/07 10:05:00,4896.47,26.22,TRADE
QLD1,2026/07/07 10:10:00,4857.65,26.23,TRADE
QLD1,2026/07/07 10:15:00,4816.64,24.81,TRADE
QLD1,2026/07/07 10:20:00,4832.56,26.22,TRADE
QLD1,2026/07/07 10:25:00,4720.65,26.22,TRADE
QLD1,2026/07/07 10:30:00,4634,25.73,TRADE
QLD1,2026/07/07 10:35:00,4612.25,24.81,TRADE
QLD1,2026/07/07 10:40:00,4620.82,0.01,TRADE
QLD1,2026/07/07 10:45:00,4576.56,22.85,TRADE
QLD1,2026/07/07 10:50:00,4522.21,22.85,TRADE
QLD1,2026/07/07 10:55:00,4510.01,14.82,TRADE
QLD1,2026/07/07 11:00:00,4467.22,0.01,TRADE
QLD1,2026/07/07 11:05:00,4510.02,11.77,TRADE
QLD1,2026/07/07 11:10:00,4526.01,11.77,TRADE
QLD1,2026/07/07 11:15:00,4567.31,6.73,TRADE
QLD1,2026/07/07 11:20:00,4490.2,0.01,TRADE
QLD1,2026/07/07 11:25:00,4585.92,6.81,TRADE
QLD1,2026/07/07 11:30:00,4524.24,0.01,TRADE
QLD1,2026/07/07 11:35:00,4482.24,6.81,TRADE
QLD1,2026/07/07 11:40:00,4529.63,0.01,TRADE
QLD1,2026/07/07 11:45:00,4504.58,11.77,TRADE
QLD1,2026/07/07 11:50:00,4531.63,11.77,TRADE
QLD1,2026/07/07 11:55:00,4557.66,22.85,TRADE
QLD1,2026/07/07 12:00:00,4586.49,0.01,TRADE
QLD1,2026/07/07 12:05:00,4575.21,22.85,TRADE
QLD1,2026/07/07 12:10:00,4531.18,11.77,TRADE
QLD1,2026/07/07 12:15:00,4534.96,0.01,TRADE
QLD1,2026/07/07 12:20:00,4514.81,22.85,TRADE
QLD1,2026/07/07 12:25:00,4531.39,-2.15,TRADE
QLD1,2026/07/07 12:30:00,4543.9,12.84,TRADE
QLD1,2026/07/07 12:35:00,4515.13,22.85,TRADE
QLD1,2026/07/07 12:40:00,4514.32,22.85,TRADE
QLD1,2026/07/07 12:45:00,4563.67,22.85,TRADE
QLD1,2026/07/07 12:50:00,4584.6,22.85,TRADE
QLD1,2026/07/07 12:55:00,4527.12,22.85,TRADE
QLD1,2026/07/07 13:00:00,4605.22,22.85,TRADE
QLD1,2026/07/07 13:05:00,4611.14,38.95,TRADE
QLD1,2026/07/07 13:10:00,4590.78,26.81,TRADE
QLD1,2026/07/07 13:15:00,4663.09,40.10,TRADE
QLD1,2026/07/07 13:20:00,4620.11,43.36,TRADE
QLD1,2026/07/07 13:25:00,4636.66,39.75,TRADE
QLD1,2026/07/07 13:30:00,4682.12,26.23,TRADE
QLD1,2026/07/07 13:35:00,4717.99,39.75,TRADE
QLD1,2026/07/07 13:40:00,4742.7,39.75,TRADE
QLD1,2026/07/07 13:45:00,4861.63,8.59,TRADE
QLD1,2026/07/07 13:50:00,4847.09,21.44,TRADE
QLD1,2026/07/07 13:55:00,4970.33,43.36,TRADE
QLD1,2026/07/07 14:00:00,4912.8,43.01,TRADE
QLD1,2026/07/07 14:05:00,4923.44,0.01,TRADE
QLD1,2026/07/07 14:10:00,5027.82,43.36,TRADE
QLD1,2026/07/07 14:15:00,4990.04,43.36,TRADE
QLD1,2026/07/07 14:20:00,5015.38,39.75,TRADE
QLD1,2026/07/07 14:25:00,5145.26,43.36,TRADE
QLD1,2026/07/07 14:30:00,5199.43,46,TRADE
QLD1,2026/07/07 14:35:00,5247.34,35.41,TRADE
QLD1,2026/07/07 14:40:00,5323.5,35.50,TRADE
QLD1,2026/07/07 14:45:00,5405.57,37.06,TRADE
QLD1,2026/07/07 14:50:00,5513.53,60.62,TRADE
QLD1,2026/07/07 14:55:00,5547.12,40,TRADE
QLD1,2026/07/07 15:00:00,5606.62,39.75,TRADE
QLD1,2026/07/07 15:05:00,5711.92,51.06,TRADE
QLD1,2026/07/07 15:10:00,5775.27,53.75,TRADE
QLD1,2026/07/07 15:15:00,5906.61,51.83,TRADE
QLD1,2026/07/07 15:20:00,6045.67,58,TRADE
QLD1,2026/07/07 15:25:00,6103.36,70,TRADE
QLD1,2026/07/07 15:30:00,6165.83,73.38,TRADE
QLD1,2026/07/07 15:35:00,6213.1,53.75,TRADE
QLD1,2026/07/07 15:40:00,6296.56,66.36,TRADE
QLD1,2026/07/07 15:45:00,6459.03,82.91,TRADE
QLD1,2026/07/07 15:50:00,6501.71,72.10,TRADE
QLD1,2026/07/07 15:55:00,6553.43,73.74,TRADE
QLD1,2026/07/07 16:00:00,6633.32,90.30,TRADE
QLD1,2026/07/07 16:05:00,6598.04,89.10,TRADE
QLD1,2026/07/07 16:10:00,6630.23,90.30,TRADE
QLD1,2026/07/07 16:15:00,6686.33,92.72,TRADE
QLD1,2026/07/07 16:20:00,6756.1,108.11,TRADE
QLD1,2026/07/07 16:25:00,6875.01,108.11,TRADE
QLD1,2026/07/07 16:30:00,6987.87,108.11,TRADE
QLD1,2026/07/07 16:35:00,7077.52,94.35,TRADE
QLD1,2026/07/07 16:40:00,7109.67,108.11,TRADE
QLD1,2026/07/07 16:45:00,7110.32,108.11,TRADE
QLD1,2026/07/07 16:50:00,7238.34,106.96,TRADE
QLD1,2026/07/07 16:55:00,7259.37,108.73,TRADE
QLD1,2026/07/07 17:00:00,7269.44,108.11,TRADE
QLD1,2026/07/07 17:05:00,7404.27,108.12,TRADE
QLD1,2026/07/07 17:10:00,7406.14,107.85,TRADE
QLD1,2026/07/07 17:15:00,7399.06,108.11,TRADE
QLD1,2026/07/07 17:20:00,7424.44,108.73,TRADE
QLD1,2026/07/07 17:25:00,7555.36,118.39,TRADE
QLD1,2026/07/07 17:30:00,7664.11,118.46,TRADE
QLD1,2026/07/07 17:35:00,7666.63,108.11,TRADE
QLD1,2026/07/07 17:40:00,7698.48,114.49,TRADE
QLD1,2026/07/07 17:45:00,7766.98,110.71,TRADE
QLD1,2026/07/07 17:50:00,7829.34,118.39,TRADE
QLD1,2026/07/07 17:55:00,7819.54,108.12,TRADE
QLD1,2026/07/07 18:00:00,7803.13,108.12,TRADE
QLD1,2026/07/07 18:05:00,7833.55,108.12,TRADE
QLD1,2026/07/07 18:10:00,7769.15,108.12,TRADE
QLD1,2026/07/07 18:15:00,7765.42,105.38,TRADE
QLD1,2026/07/07 18:20:00,7759.94,108.11,TRADE
QLD1,2026/07/07 18:25:00,7710.99,108.11,TRADE
QLD1,2026/07/07 18:30:00,7699.73,108.12,TRADE
QLD1,2026/07/07 18:35:00,7702.06,106.19,TRADE
QLD1,2026/07/07 18:40:00,7668.04,105.49,TRADE
QLD1,2026/07/07 18:45:00,7647.23,106.19,TRADE
QLD1,2026/07/07 18:50:00,7558.27,108.11,TRADE
QLD1,2026/07/07 18:55:00,7596,108.11,TRADE
QLD1,2026/07/07 19:00:00,7518.88,94.36,TRADE
QLD1,2026/07/07 19:05:00,7533.03,106.65,TRADE
QLD1,2026/07/07 19:10:00,7526.52,108.12,TRADE
QLD1,2026/07/07 19:15:00,7480.06,108.73,TRADE
QLD1,2026/07/07 19:20:00,7482.21,108.11,TRADE
QLD1,2026/07/07 19:25:00,7473.09,108.11,TRADE
QLD1,2026/07/07 19:30:00,7436.97,108.11,TRADE
QLD1,2026/07/07 19:35:00,7380.64,118.39,TRADE
QLD1,2026/07/07 19:40:00,7386.2,120.43,TRADE
QLD1,2026/07/07 19:45:00,7316.81,107.68,TRADE
QLD1,2026/07/07 19:50:00,7350.38,107.81,TRADE
QLD1,2026/07/07 19:55:00,7334.66,108.12,TRADE
QLD1,2026/07/07 20:00:00,7350.75,108.95,TRADE
QLD1,2026/07/07 20:05:00,7334.03,108.11,TRADE
QLD1,2026/07/07 20:10:00,7304.89,108.11,TRADE
QLD1,2026/07/07 20:15:00,7224.88,108.11,TRADE
QLD1,2026/07/07 20:20:00,7179.56,108.11,TRADE
QLD1,2026/07/07 20:25:00,7230.56,108.11,TRADE
QLD1,2026/07/07 20:30:00,7203.78,95.67,TRADE
QLD1,2026/07/07 20:35:00,7041.64,105.53,TRADE
QLD1,2026/07/07 20:40:00,7241.12,107.71,TRADE
QLD1,2026/07/07 20:45:00,7178.1,99.23,TRADE
QLD1,2026/07/07 20:50:00,7178.61,93.21,TRADE
QLD1,2026/07/07 20:55:00,7158.81,95.07,TRADE
QLD1,2026/07/07 21:00:00,7122.83,102.80,TRADE
QLD1,2026/07/07 21:05:00,7070.9,105.38,TRADE
QLD1,2026/07/07 21:10:00,7106.73,108.11,TRADE
QLD1,2026/07/07 21:15:00,7060.1,103.83,TRADE
QLD1,2026/07/07 21:20:00,6985.32,102.80,TRADE
QLD1,2026/07/07 21:25:00,7099.51,102.80,TRADE
QLD1,2026/07/07 21:30:00,7008.67,95.49,TRADE
QLD1,2026/07/07 21:35:00,7016.73,103.83,TRADE
QLD1,2026/07/07 21:40:00,6993.55,103.82,TRADE
QLD1,2026/07/07 21:45:00,6981.57,94.08,TRADE
QLD1,2026/07/07 21:50:00,6887.26,96.89,TRADE
QLD1,2026/07/07 21:55:00,6868.83,93.36,TRADE
QLD1,2026/07/07 22:00:00,6791.32,84.50,TRADE
QLD1,2026/07/07 22:05:00,6660.42,95.57,TRADE
QLD1,2026/07/07 22:10:00,6707.94,105.73,TRADE
QLD1,2026/07/07 22:15:00,6735.13,101.10,TRADE
QLD1,2026/07/07 22:20:00,6624.2,103.82,TRADE
QLD1,2026/07/07 22:25:00,6597.58,105.53,TRADE
QLD1,2026/07/07 22:30:00,6544.84,97.19,TRADE
QLD1,2026/07/07 22:35:00,6517.45,97.15,TRADE
QLD1,2026/07/07 22:40:00,6440.96,96.44,TRADE
QLD1,2026/07/07 22:45:00,6401.62,90.13,TRADE
QLD1,2026/07/07 22:50:00,6398.93,97.63,TRADE
QLD1,2026/07/07 22:55:00,6336.44,87.69,TRADE
QLD1,2026/07/07 23:00:00,6323.83,86.48,TRADE
QLD1,2026/07/07 23:05:00,6252.76,89.53,TRADE
QLD1,2026/07/07 23:10:00,6246.29,97.45,TRADE
QLD1,2026/07/07 23:15:00,6236.13,98.05,TRADE
QLD1,2026/07/07 23:20:00,6246.44,94.32,TRADE
QLD1,2026/07/07 23:25:00,6162.81,97.34,TRADE
QLD1,2026/07/07 23:30:00,6114.93,89.09,TRADE
QLD1,2026/07/07 23:35:00,6145.4,97.34,TRADE
QLD1,2026/07/07 23:40:00,6108.78,100.96,TRADE
QLD1,2026/07/07 23:45:00,6116.88,97.92,TRADE
QLD1,2026/07/07 23:50:00,6082.25,97.26,TRADE
QLD1,2026/07/07 23:55:00,6057.45,97.22,TRADE
